Directory, GridPoint, Latitude, Longitude, Depth, SpectralData
N543, GN020348,54.375,-135.625,2797.438,  No
N543, GN020349,54.375,-135,2624.293,  No
N543, GN020350,54.375,-134.375,2108.026,  No
N543, GN020351,54.375,-133.75,540.7448,  No
N543, GN020352,54.375,-133.125,227.3878,  No
N543, GN020353,54.375,-132.5,216.2012,  No
N543, GN020354,54.375,-131.875,211.6959,  No
N543, GN020355,54.375,-131.25,124.7171,  No
N546, GN020408,54.6875,-145,4022.818,  No
N546, GN020409,54.6875,-144.375,4008.742,  No
N546, GN020410,54.6875,-143.75,3944.175,  No
N546, GN020411,54.6875,-143.125,3850.06,  No
N546, GN020412,54.6875,-142.5,3803.782,  No
N546, GN020413,54.6875,-141.875,3693.625,  No
N546, GN020414,54.6875,-141.25,3614.925,  No
N546, GN020415,54.6875,-140.625,3517.837,  No
N546, GN020416,54.6875,-140,3307.081,  No
N546, GN020417,54.6875,-139.375,3202.758,  No
N546, GN020418,54.6875,-138.75,3184.01,  No
N546, GN020419,54.6875,-138.125,3058.029,  No
N546, GN020420,54.6875,-137.5,3056.984,  No
N546, GN020421,54.6875,-136.875,2744.72,  No
N546, GN020422,54.6875,-136.25,2875.068,  No
N546, GN020423,54.6875,-135.625,2776.978,  No
N546, GN020424,54.6875,-135,2503.482,  No
N546, GN020425,54.6875,-134.375,1732.497,  No
N546, GN020426,54.6875,-133.75,284.5014,  No
N546, GN020427,54.6875,-133.125,198.9834,  No
N546, GN020428,54.6875,-132.5,152.8585,  No
N546, GN020429,54.6875,-131.875,216.0472,  No
N546, GN020430,54.6875,-131.25,144.7013,  No
N550, GN020480,55,-145,4020.481,  No
N550, GN020481,55,-144.375,3978.573,  No
N550, GN020482,55,-143.75,3852.868,  No
N550, GN020483,55,-143.125,3455.073,  No
N550, GN020484,55,-142.5,3801.394,  No
N550, GN020485,55,-141.875,3662.427,  No
N550, GN020486,55,-141.25,3548.617,  No
N550, GN020487,55,-140.625,3216.749,  No
N550, GN020488,55,-140,2961.573,  No
N550, GN020489,55,-139.375,3201.374,  No
N550, GN020490,55,-138.75,3032.468,  No
N550, GN020491,55,-138.125,2989.078,  No
N550, GN020492,55,-137.5,3003.085,  No
N550, GN020493,55,-136.875,2983.738,  No
N550, GN020494,55,-136.25,2848.536,  No
N550, GN020495,55,-135.625,2705.133,  No
N550, GN020496,55,-135,2205.893,  No
N550, GN020497,55,-134.375,910.5457,  No
N550, GN020498,55,-133.75,106.0427,  No
N550, GN020499,55,-131.875,166.0675,  No
N553, GN020551,55.3125,-145,4015.816,  No
N553, GN020552,55.3125,-144.375,3941.525,  No
N553, GN020553,55.3125,-143.75,3828.034,  No
N553, GN020554,55.3125,-143.125,3813.607,  No
N553, GN020555,55.3125,-142.5,3633.757,  No
N553, GN020556,55.3125,-141.875,3625.357,  No
N553, GN020557,55.3125,-141.25,3556.181,  No
N553, GN020558,55.3125,-140.625,3345.123,  No
N553, GN020559,55.3125,-140,3218.273,  No
N553, GN020560,55.3125,-139.375,3242.954,  No
N553, GN020561,55.3125,-138.75,3169.455,  No
N553, GN020562,55.3125,-138.125,3009.844,  No
N553, GN020563,55.3125,-137.5,2955.238,  No
N553, GN020564,55.3125,-136.875,2951.026,  No
N553, GN020565,55.3125,-136.25,2835.883,  No
N553, GN020566,55.3125,-135.625,2642.227,  No
N553, GN020567,55.3125,-135,1441.354,  No
N553, GN020568,55.3125,-134.375,355.7341,  No
N553, GN020569,55.3125,-133.75,76.557,  No
N556, GN020621,55.625,-145,3965.884,  No
N556, GN020622,55.625,-144.375,3882.712,  No
N556, GN020623,55.625,-143.75,3830.077,  No
N556, GN020624,55.625,-143.125,3660.829,  No
N556, GN020625,55.625,-142.5,3235.216,  No
N556, GN020626,55.625,-141.875,3414.294,  No
N556, GN020627,55.625,-141.25,3603.518,  No
N556, GN020628,55.625,-140.625,3563.58,  No
N556, GN020629,55.625,-140,3435.775,  No
N556, GN020630,55.625,-139.375,3293.899,  No
N556, GN020631,55.625,-138.75,3123.962,  No
N556, GN020632,55.625,-138.125,2964.426,  No
N556, GN020633,55.625,-137.5,2834.709,  No
N556, GN020634,55.625,-136.875,2801.574,  No
N556, GN020635,55.625,-136.25,2803.128,  No
N556, GN020636,55.625,-135.625,2249.64,  No
N556, GN020637,55.625,-135,666.3633,  No
N556, GN020638,55.625,-134.375,227.8304,  No
N559, GN020688,55.9375,-145,3867.304,  No
N559, GN020689,55.9375,-144.375,3190.512,  No
N559, GN020690,55.9375,-143.75,3832.888,  No
N559, GN020691,55.9375,-143.125,3695.06,  No
N559, GN020692,55.9375,-142.5,3593.071,  No
N559, GN020693,55.9375,-141.875,3025.801,  No
N559, GN020694,55.9375,-141.25,3612.39,  No
N559, GN020695,55.9375,-140.625,3580.523,  No
N559, GN020696,55.9375,-140,3469.43,  No
N559, GN020697,55.9375,-139.375,3301.173,  No
N559, GN020698,55.9375,-138.75,3084.525,  No
N559, GN020699,55.9375,-138.125,2924.098,  No
N559, GN020700,55.9375,-137.5,2760.297,  No
N559, GN020701,55.9375,-136.875,2669.18,  No
N559, GN020702,55.9375,-136.25,2684.373,  No
N559, GN020703,55.9375,-135.625,1546.215,  No
N559, GN020704,55.9375,-135,260.7781,  No
N559, GN020705,55.9375,-134.375,109.9886,  No
N562, GN020757,56.25,-145,3159.03,  No
N562, GN020758,56.25,-144.375,3205.812,  No
N562, GN020759,56.25,-143.75,3817.619,  No
N562, GN020760,56.25,-143.125,3361.809,  No
N562, GN020761,56.25,-142.5,2531.935,  No
N562, GN020762,56.25,-141.875,3615.32,  No
N562, GN020763,56.25,-141.25,3625.659,  No
N562, GN020764,56.25,-140.625,3595.346,  No
N562, GN020765,56.25,-140,3484.815,  No
N562, GN020766,56.25,-139.375,3321.819,  No
N562, GN020767,56.25,-138.75,3157.292,  No
N562, GN020768,56.25,-138.125,2964.446,  No
N562, GN020769,56.25,-137.5,2715.487,  No
N562, GN020770,56.25,-136.875,2455.098,  No
N562, GN020771,56.25,-136.25,2313.627,  No
N562, GN020772,56.25,-135.625,912.2355,  No
N562, GN020773,56.25,-135,141.594,  No
N562, GN020774,56.25,-134.375,178.7758,  No
N565, GN020826,56.5625,-145,3676.718,  No
N565, GN020827,56.5625,-144.375,3826.337,  No
N565, GN020828,56.5625,-143.75,3802.855,  No
N565, GN020829,56.5625,-143.125,3497.014,  No
N565, GN020830,56.5625,-142.5,3672.734,  No
N565, GN020831,56.5625,-141.875,3666.381,  No
N565, GN020832,56.5625,-141.25,3592.228,  No
N565, GN020833,56.5625,-140.625,3594.162,  No
N565, GN020834,56.5625,-140,3489.036,  No
N565, GN020835,56.5625,-139.375,3354.73,  No
N565, GN020836,56.5625,-138.75,3212.134,  No
N565, GN020837,56.5625,-138.125,3020.258,  No
N565, GN020838,56.5625,-137.5,2607.091,  No
N565, GN020839,56.5625,-136.875,2324.925,  No
N565, GN020840,56.5625,-136.25,1853.394,  No
N565, GN020841,56.5625,-135.625,339.7684,  No
